ID,Name,Classification,Synonyms,Level,Description,CAS Number,PubChem ID,ChEBI ID,FooDB ID,HMDB ID,SMILES,Formula,InChI,InChIKey,Average mass,Mono. mass,No. of Publications,No. of Concentration values,No. of Reproducibility values,No. of Correlation values,No. of Metabolomic associations,No. of Microbiota associations,No. of Cancer associations
1974,2-Oxoglutaric acid,Gamma-keto acids and derivatives,Oxoglutaric acid; 2-Oxopentanedioic acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid; alpha-Ketoglutarate,Single,Intermediate in the Krebs cycle.,328-50-7,51,30915,FDB003361,HMDB0000208,OC(=O)CCC(=O)C(O)=O,C5H6O5,"InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)",KPGXRSRHYNQIFN-UHFFFAOYSA-N,146.0981,146.021523302,7,10,0,0,0,3,0
2313,Oxypurinol,Xanthines,Alloxanthine,Single,,2465-59-0,135398752,28315,FDB022242,HMDB0000786,O=C1NC(=O)C2=CNNC2=N1,C5H4N4O2,"InChI=1S/C5H4N4O2/c10-4-2-1-6-9-3(2)7-5(11)8-4/h1H,(H3,6,7,8,9,10,11)",HXNFUBHNUDHIGC-UHFFFAOYSA-N,152.1109,152.033425392,3,1,0,0,0,1,0
1857,p-Cresol sulfate,Phenylsulfates,4-Cresyl sulfate; p-Tolyl sulfate,Single,,3233-58-7,4615423,82914,FDB028333,HMDB0011635,CC1=CC=C(OS(O)(=O)=O)C=C1,C7H8O4S,"InChI=1S/C7H8O4S/c1-6-2-4-7(5-3-6)11-12(8,9)10/h2-5H,1H3,(H,8,9,10)",WGNAKZGUSRVWRH-UHFFFAOYSA-N,188.201,188.014329434,5,1,0,0,0,2,0
1862,Phenylacetic acid,Benzene and substituted derivatives,Phenylacetate; 2-Phenylacetic acid; Benzenacetic acid; alpha-Toluic acid,Single,Microbial gut metabolite derived from amino acids (Donia 2015).,103-82-2,999,30745,FDB031100,HMDB0000209,OC(=O)CC1=CC=CC=C1,C8H8O2,"InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)",WLJVXDMOQOGPHL-UHFFFAOYSA-N,136.1479,136.0524295,19,8,0,0,0,32,0
2139,Pyroglutamic acid,Alpha amino acids and derivatives,L-Pyroglutamic acid; 5-Oxo-L-proline; Pidolic acid; 5-Pyrrolidone-2-carboxylic acid,Single,,98-79-3,7405,18183,FDB014506,HMDB0000267,OC(=O)[C@@H]1CCC(=O)N1,C5H7NO3,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1",ODHCTXKNWHHXJC-VKHMYHEASA-N,129.114,129.042593095,6,5,0,0,0,3,0
2223,Sarcosine,Alpha amino acids,Methylglycine; N-Methylglycine; N-Methylaminoacetic acid,Single,,107-97-1,1088,15611,FDB004048,HMDB0000271,CNCC(O)=O,C3H7NO2,"InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)",FSYKKLYZXJSNPZ-UHFFFAOYSA-N,89.0932,89.047678473,7,6,0,0,0,2,0
2140,Suberic acid,Medium-chain fatty acids,"1,6-Hexanedicarboxylic acid; 1,8-Octanedioic acid; Octanedioic acid",Single,,505-48-6,10457,9300,FDB003340,HMDB0000893,OC(=O)CCCCCCC(O)=O,C8H14O4,"InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)",TYFQFVWCELRYAO-UHFFFAOYSA-N,174.1944,174.089208936,5,7,0,0,0,1,0
1890,Succinic acid,Dicarboxylic acids and derivatives,"Succinate; Butanedioic acid; Butanedioate; Dihydrofumaric acid; 1,4-Butanedioic acid; 1,2-Ethanedicarboxylic acid",Single,Major end-product of bacterial metabolism in the large bowel (Cummings 1997). Intermediate in the Krebs cycle.,110-15-6,1110,15741,FDB001931,HMDB0000254,OC(=O)CCC(O)=O,C4H6O4,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",KDYFGRWQOYBRFD-UHFFFAOYSA-N,118.088,118.02660868,18,14,0,0,0,14,0
1898,Trimethylamine,Trialkylamines,"TMA; N-Trimethylamine; N,N,N-Trimethylamine; N,N-Dimethylmethanamine",Single,"Produced from carnitine, choline, or choline-containing compounds (pmid:28715991). Precursor of TMAO (pmid:28715991).",75-50-3,1146,18139,FDB011944,HMDB0000906,CN(C)C,C3H9N,InChI=1S/C3H9N/c1-4(2)3/h1-3H3,GETQZCLCWQTVFV-UHFFFAOYSA-N,59.1103,59.073499293,10,2,0,0,0,17,0
2228,Uracil,Pyrimidones,"2,4-Dihydroxypyrimidine",Single,"One of the four main bases found in DNA and RNA, which are adenine, cytosine, guanine, and thymine (uracil in RNA).",66-22-8,1174,17568,FDB006426,HMDB0000300,O=C1NC=CC(=O)N1,C4H4N2O2,"InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)",ISAKRJDGNUQOIC-UHFFFAOYSA-N,112.0868,112.027277382,10,7,0,0,0,6,0
1860,"3,4-Dihydroxyphenylacetic acid",Catechols,"3,4-Dihydroxyphenylacetate; DOPAC; 3,4-Dihydroxybenzeneacetic acid",Single,"3,4-Dihydroxyphenylacetic acid is a metabolite of the neurotransmitter dopamine (Wikipedia).",102-32-9,547,41941,FDB000316,HMDB0001336,OC(=O)CC1=CC(O)=C(O)C=C1,C8H8O4,"InChI=1S/C8H8O4/c9-6-2-1-5(3-7(6)10)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)",CFFZDZCDUFSOFZ-UHFFFAOYSA-N,168.1467,168.042258744,15,3,0,0,0,21,0
1959,3beta-Hydroxy-5-cholenoic acid,"Monohydroxy bile acids, alcohols and derivatives",Cholenic acid; Cholenate,Single,,5255-17-4,92997,89234,FDB021935,HMDB0000308,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,C24H38O3,"InChI=1S/C24H38O3/c1-15(4-9-22(26)27)19-7-8-20-18-6-5-16-14-17(25)10-12-23(16,2)21(18)11-13-24(19,20)3/h5,15,17-21,25H,4,6-14H2,1-3H3,(H,26,27)/t15-,17+,18+,19-,20+,21+,23+,24-/m1/s1",HIAJCGFYHIANNA-QIZZZRFXSA-N,374.5567,374.282095082,2,2,0,0,0,0,0
1829,Deoxycholic acid,"Dihydroxy bile acids, alcohols and derivatives","3alpha,12alpha-Dihydroxy-5beta-cholanoic acid; DCA",Single,"Microbial metabolite identified in gut (table 1 from Donia 2015). Secondary bile acid derived from cholic acid (CA) by gut bacteria. Toxic to human cells (hepatotoxicity, colon cancer).",83-44-3,222528,28834,FDB012780,HMDB0000626,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(O)=O,C24H40O4,"InChI=1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16-,17+,18-,19+,20+,21+,23+,24-/m1/s1",KXGVEGMKQFWNSR-LLQZFEROSA-N,392.572,392.292659768,11,7,0,0,0,16,0
2083,Indolelactic acid,Indolyl carboxylic acids and derivatives,Indole-3-lactic acid; alpha-Hydroxy-1H-indole-3-propanoic acid; 2-Hydroxy-3-(1H-indol-3-yl)propanoic acid; ILA,Single,"Metabolite of tryptophan, produced by bacteria (Fig 2, pmid:29902437). Gut microbiota metabolite of tryptophan (Fig 1, pmid:30120222).",1821-52-9,92904,24813,FDB022174,HMDB0000671,OC(CC1=CNC2=C1C=CC=C2)C(O)=O,C11H11NO3,"InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)",XGILAAMKEQUXLS-UHFFFAOYSA-N,205.2099,205.073893223,8,1,0,0,0,16,0
1840,Lithocholic acid,"Monohydroxy bile acids, alcohols and derivatives",3alpha-Hydroxy-5beta-cholanoic acid; Lithocholate; LCA,Single,"Microbial metabolite identified in gut (table 1 from Donia 2015). Secondary bile acid derived from chenodeoxycholic acid (CDCA) by gut bacteria. Toxic to human cells (hepatotoxicity, colon cancer).",434-13-9,9903,16325,FDB022230,HMDB0000761,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,C24H40O3,"InChI=1S/C24H40O3/c1-15(4-9-22(26)27)19-7-8-20-18-6-5-16-14-17(25)10-12-23(16,2)21(18)11-13-24(19,20)3/h15-21,25H,4-14H2,1-3H3,(H,26,27)/t15-,16-,17-,18+,19-,20+,21+,23+,24-/m1/s1",SMEROWZSTRWXGI-HVATVPOCSA-N,376.5726,376.297745146,11,7,0,0,0,8,0
2137,Ornithine,L-alpha-amino acids,"L-Ornithine; (S)-2,5-Diaminopentanoic acid",Single,,70-26-8,6262,15729,FDB003654,HMDB0000214,NCCC[C@H](N)C(O)=O,C5H12N2O2,"InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m0/s1",AHLPHDHHMVZTML-BYPYZUCNSA-N,132.161,132.089877638,9,11,0,0,0,2,0
1939,Oxalic acid,Dicarboxylic acids and derivatives,Oxalate; Ethanedioate,Single,"Dietary oxalate is toxic to human (pmid:20602988). Oxalate can be eliminated through excretion in urine, forming insoluble calcium oxalate and elimination in feces, or degradation by gastrointestinal microorganisms (pmid:20602988).",144-62-7,971,16995,FDB031074,HMDB0002329,OC(=O)C(O)=O,C2H2O4,"InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)",MUBZPKHOEPUJKR-UHFFFAOYSA-N,90.0349,89.995308552,5,5,0,0,0,1,0
2405,Uric acid,Xanthines,"7,9-Dihydro-1H-purine-2,6,8(3H)-trione; 1H-Purine-2,6,8-triol; 2,6,8-Trihydroxypurine; 2,6,8-Trioxopurine; Urate",Single,"A product of the metabolic breakdown of purine nucleotides, and a normal component of urine.",69-93-2,1175,17775,FDB015350,HMDB0000289,O=C1NC2=C(N1)C(=O)NC(=O)N2,C5H4N4O3,"InChI=1S/C5H4N4O3/c10-3-1-2(7-4(11)6-1)8-5(12)9-3/h(H4,6,7,8,9,10,11,12)",LEHOTFFKMJEONL-UHFFFAOYSA-N,168.1103,168.028340014,8,11,0,0,0,2,0
1841,Ursodeoxycholic acid,"Dihydroxy bile acids, alcohols and derivatives","3alpha,7beta-Dihydroxy-5beta-cholanoic acid; Ursodiol; UDCA",Single,Secondary bile acid. Isomerisation product of chenodeoxycholic acid.,128-13-2,31401,9907,FDB022332,HMDB0000946,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,C24H40O4,"InChI=1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16-,17-,18+,19+,20+,22+,23+,24-/m1/s1",RUDATBOHQWOJDD-UZVSRGJWSA-N,392.572,392.292659768,7,7,0,0,0,2,0
2310,N2-Acetylornithine,N-acyl-L-alpha-amino acids,Acetyl-ornithine,Single,,,439232,16543,FDB031020,HMDB0003357,CC(=O)N[C@@H](CCCN)C(O)=O,C7H14N2O3,"InChI=1S/C7H14N2O3/c1-5(10)9-6(7(11)12)3-2-4-8/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t6-/m0/s1",JRLGPAXAGHMNOL-LURJTMIESA-N,174.1977,174.100442324,2,1,0,0,0,1,0
2110,Dopamine,Catecholamines and derivatives,"3-Hydroxytyramine; 3,4-Dihydroxyphenylethylamine; 4-(2-Aminoethyl)catechol",Single,Neurotransmitter.,51-61-6,681,18243,FDB012163,HMDB0000073,NCCC1=CC(O)=C(O)C=C1,C8H11NO2,"InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2",VYFYYTLLBUKUHU-UHFFFAOYSA-N,153.1784,153.078978601,4,5,0,0,0,2,0
2251,Histamine,2-arylethylamines,1H-Imidazole-4-ethanamine; 5-Imidazoleethylamine; beta-Aminoethylglyoxaline; beta-Aminoethylimidazole; Ergamine; Ergotidine,Single,Decarboxylation product of the amino acid histidine. Involved in local immune responses. Neurotransmitter.,51-45-6,774,18295,FDB012596,HMDB0000870,NCCC1=CNC=N1,C5H9N3,"InChI=1S/C5H9N3/c6-2-1-5-3-7-4-8-5/h3-4H,1-2,6H2,(H,7,8)",NTYJJOPFIAHURM-UHFFFAOYSA-N,111.1451,111.079647303,5,5,0,0,0,3,0
2160,Hydroxykynurenine,Alkyl-phenylketones,3-Hydroxykynurenine; 3H-KYN,Single,"Metabolite of kynurenine, mostly produced by host, can be regulated by bacteria (Fig 2, pmid:29902437).",484-78-6,89,1547,FDB022210,HMDB0000732,NC(CC(=O)C1=C(N)C(O)=CC=C1)C(O)=O,C10H12N2O4,"InChI=1S/C10H12N2O4/c11-6(10(15)16)4-8(14)5-2-1-3-7(13)9(5)12/h1-3,6,13H,4,11-12H2,(H,15,16)",VCKPUUFAIGNJHC-UHFFFAOYSA-N,224.2133,224.079706882,3,1,0,0,0,1,0
1915,Phenethylamine,Phenethylamines,Phenylethylamine; 2-Phenylethylamine; 2-Phenylethanamine; Benzeneethanamine; beta-Aminoethylbenzene,Single,Microbial metabolite identified in gut (table 1 from Donia 2015). Neurotransmitter.,64-04-0,1001,18397,FDB010580,HMDB0012275,NCCC1=CC=CC=C1,C8H11N,"InChI=1S/C8H11N/c9-7-6-8-4-2-1-3-5-8/h1-5H,6-7,9H2",BHHGXPLMPWCGHP-UHFFFAOYSA-N,121.1796,121.089149357,4,2,0,0,0,6,0
1877,Putrescine,Monoalkylamines,"1,4-Diaminobutane; 1,4-Tetramethylenediamine; 1,4-Butanediamine; Butylenediamine; Tetramethyldiamine",Single,,110-60-1,1045,17148,FDB001494,HMDB0001414,NCCCCN,C4H12N2,InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2,KIDHWZJUCRJVML-UHFFFAOYSA-N,88.1515,88.100048394,11,6,0,0,0,21,0
1873,Serotonin,Serotonins,5-Hydroxytryptamine; 5-HT; 5-Hydroxy-3-(beta-aminoethyl)indole; 3-(2-Aminoethyl)-1H-indol-5-ol,Single,"Metabolite of tryptophan, produced by host (Fig 2, pmid:29902437). Released from the gut by possible action of bacteria (pmid:28683093). Neurotransmitter found mainly in the intestine and in the CNS. Produced by gut bacteria (pmid:29903615).",50-67-9,5202,28790,FDB012158,HMDB0000259,NCCC1=CNC2=C1C=C(O)C=C2,C10H12N2O,"InChI=1S/C10H12N2O/c11-4-3-7-6-12-10-2-1-8(13)5-9(7)10/h1-2,5-6,12-13H,3-4,11H2",QZAYGJVTTNCVMB-UHFFFAOYSA-N,176.2151,176.094963016,5,2,0,0,0,3,0
2385,Lysophosphatidylcholine C20:4,1-acyl-sn-glycero-3-phosphocholines,"LysoPC(20:4(5Z,8Z,11Z,14Z)/0:0); 1-Arachidonoyl-glycero-3-phosphocholine",Single,,,24779476,74344,FDB027546,HMDB0010395,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C,C28H50NO7P,"InChI=1S/C28H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h9-10,12-13,15-16,18-19,27,30H,5-8,11,14,17,20-26H2,1-4H3/b10-9-,13-12-,16-15-,19-18-/t27-/m1/s1",LAXQYRRMGGEGOH-JXRLJXCWSA-N,543.6729,543.332489471,3,2,0,0,0,1,0
1874,5-Hydroxyindole,Hydroxyindoles,Hydroxyindole; 5-Hydroxy-1H-indole,Single,,1953-54-4,16054,89649,,HMDB0059805,OC1=CC2=C(NC=C2)C=C1,C8H7NO,"InChI=1S/C8H7NO/c10-7-1-2-8-6(5-7)3-4-9-8/h1-5,9-10H",LMIQERWZRIFWNZ-UHFFFAOYSA-N,133.1473,133.052763851,3,0,0,0,0,2,0
2041,Dimethylsulfone,Sulfones,Dimethyl sulfone; Methyl sulfone; Sulfonylbismethane; Sulfonyldimethane; Methylsulfonylmethane; DMSO2,Single,,67-71-0,6213,9349,FDB006725,HMDB0004983,CS(C)(=O)=O,C2H6O2S,"InChI=1S/C2H6O2S/c1-5(2,3)4/h1-2H3",HHVIBTZHLRERCL-UHFFFAOYSA-N,94.133,94.008850126,4,2,0,0,0,1,0
2145,Guaiacol,Methoxyphenols,2-Methoxyphenol,Single,,90-05-1,460,28591,FDB011885,HMDB0001398,COC1=C(O)C=CC=C1,C7H8O2,"InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3",LHGVFZTZFXWLCP-UHFFFAOYSA-N,124.139,124.052429498,4,0,0,0,0,3,0
1170,PCDD/Fs,Organochlorides,Polychlorodibenzo-p-dioxins and Polychlorodibenzo-furans,Combined,,,,,,,,,,,,,11,27,0,0,0,0,0
1285,3-MeO-BDE-47,Bromodiphenyl ethers,"3-Methoxy-2,2',4,4'-tetrabromodiphenyl ether",Single,,,,,,,COC1=C(Br)C(OC2=C(Br)C=C(Br)C=C2)=CC=C1Br,C13H8Br4O2,"InChI=1S/C13H8Br4O2/c1-18-13-8(15)3-5-11(12(13)17)19-10-4-2-7(14)6-9(10)16/h2-6H,1H3",KPAKJWNZPVGBJO-UHFFFAOYSA-N,515.821,511.725781,1,2,0,0,0,0,0
1286,2'-MeO-BDE-28,Bromodiphenyl ethers,"2'-Methoxy-2,4,4'-tribromodiphenyl ether",Single,,,,,,,COC1=C(OC2=CC=C(Br)C=C2Br)C=CC(Br)=C1,C13H9Br3O2,"InChI=1S/C13H9Br3O2/c1-17-13-7-9(15)3-5-12(13)18-11-4-2-8(14)6-10(11)16/h2-7H,1H3",IKWXAFNDTMCBJV-UHFFFAOYSA-N,436.925,433.815269,1,2,0,0,0,0,0
1287,2'-MeO-BDE-68,Bromodiphenyl ethers,"2'-Methoxy-2,3',4,5'-tetrabromodiphenyl ether",Single,,96920-28-4,15884894,,,,OCC1=C(OC2=CC=C(Br)C=C2Br)C=C(Br)C=C1Br,C13H8Br4O2,"InChI=1S/C13H8Br4O2/c14-7-1-2-12(11(17)3-7)19-13-5-8(15)4-10(16)9(13)6-18/h1-5,18H,6H2",ZGJSRSUOLIEKEA-UHFFFAOYSA-N,515.821,511.725781,1,2,0,0,0,0,0
1288,4'-MeO-BDE-49,Bromodiphenyl ethers,"4'-Methoxy-2,2',4,5'-tetrabromodiphenyl ether",Single,,602326-26-1,11763012,,,,OCC1=CC(Br)=C(OC2=CC=C(Br)C=C2Br)C=C1Br,C13H8Br4O2,"InChI=1S/C13H8Br4O2/c14-8-1-2-12(11(17)4-8)19-13-5-9(15)7(6-18)3-10(13)16/h1-5,18H,6H2",VSBRYTMWOHUEII-UHFFFAOYSA-N,515.821,511.725781,1,2,0,0,0,0,0
1289,5-MeO-BDE-47,Bromodiphenyl ethers,"5-Methoxy-2,2',4,4'-tetrabromodiphenyl ether",Single,,,,,,,COC1=C(Br)C=C(Br)C(OC2=C(Br)C=C(Br)C=C2)=C1,C13H8Br4O2,"InChI=1S/C13H8Br4O2/c1-18-12-6-13(10(17)5-9(12)16)19-11-3-2-7(14)4-8(11)15/h2-6H,1H3",BAOPIVBNOKKNJQ-UHFFFAOYSA-N,515.821,511.725781,1,2,0,0,0,0,0
1290,6-MeO-BDE-47,Bromodiphenyl ethers,"6-Methoxy-2,2',4,4'-tetrabromodiphenyl ether",Single,,,,,,,COC1=CC(Br)=CC(Br)=C1OC1=CC=C(Br)C=C1Br,C13H8Br4O2,"InChI=1S/C13H8Br4O2/c1-18-12-6-8(15)5-10(17)13(12)19-11-3-2-7(14)4-9(11)16/h2-6H,1H3",ASWWOOJPWUMGBW-UHFFFAOYSA-N,515.821,511.725781,1,2,0,0,0,0,0
1284,MeO-PBDEs,Bromodiphenyl ethers,Methoxylated polybrominated diphenyl ethers,Combined,,,,,,,,,,,,,1,2,0,0,0,0,0
1275,6-OH-BDE-47,Bromodiphenyl ethers,"6-Hydroxy-2,2',4,4'-tetrabromodiphenyl ether",Single,,79755-43-4,3086109,,,,OC1=CC(Br)=CC(Br)=C1OC1=CC=C(Br)C=C1Br,C12H6Br4O2,"InChI=1S/C12H6Br4O2/c13-6-1-2-11(8(15)3-6)18-12-9(16)4-7(14)5-10(12)17/h1-5,17H",SNCQITRZEBFIRW-UHFFFAOYSA-N,501.794,497.710131,3,5,0,0,0,0,0
1278,5'-OH-BDE-99,Bromodiphenyl ethers,"5'-Hydroxy-2,2',4,4',5-pentabromodiphenyl ether",Single,,,,,,,OC1=C(Br)C=C(Br)C(OC2=C(Br)C=C(Br)C(Br)=C2)=C1,C12H5Br5O2,"InChI=1S/C12H5Br5O2/c13-5-1-8(16)11(3-6(5)14)19-12-4-10(18)7(15)2-9(12)17/h1-4,18H",XOHRGYIULZLECA-UHFFFAOYSA-N,580.69,575.620644,2,4,0,0,0,0,0
1291,3-OH-BDE-100,Bromodiphenyl ethers,"3-Hydroxy-2,2',4,4',6-pentabromodiphenyl ether",Single,,,,,,,OC1=C(Br)C(OC2=C(Br)C=C(Br)C=C2)=C(Br)C=C1Br,C12H5Br5O2,"InChI=1S/C12H5Br5O2/c13-5-1-2-9(6(14)3-5)19-12-8(16)4-7(15)11(18)10(12)17/h1-4,18H",MUFSTOWGGMYKSQ-UHFFFAOYSA-N,580.69,575.620644,1,2,0,0,0,0,0
1292,3-OH-BDE-7,Bromodiphenyl ethers,"3-Hydroxy-2,4-dibromodiphenyl ether",Single,,,,,,,OC1=C(Br)C(OC2=CC=CC=C2)=CC=C1Br,C12H8Br2O2,"InChI=1S/C12H8Br2O2/c13-9-6-7-10(11(14)12(9)15)16-8-4-2-1-3-5-8/h1-7,15H",XZHOTLYUONGERP-UHFFFAOYSA-N,344.002,341.889105,1,2,0,0,0,0,0
1293,6-OH-BDE-85,Bromodiphenyl ethers,"6-Hydroxy-2,2',3,4,4'-pentabromodiphenyl ether",Single,,,,,,,OC1=CC(Br)=C(Br)C(Br)=C1OC1=CC=C(Br)C=C1Br,C12H5Br5O2,"InChI=1S/C12H5Br5O2/c13-5-1-2-9(6(14)3-5)19-12-8(18)4-7(15)10(16)11(12)17/h1-4,18H",LNZHBUPVHNJGJG-UHFFFAOYSA-N,580.69,575.620644,1,2,0,0,0,0,0
1274,OH-PBDEs,Bromodiphenyl ethers,Hydroxylated polybrominated diphenyl ethers,Combined,,,,,,,,,,,,,3,5,0,0,0,0,0
1296,"2,4,5-Tribromophenol",P-bromophenols,"2,4,5‐TBP",Single,,14401-61-7,32931,,,,OC1=CC(Br)=C(Br)C=C1Br,C6H3Br3O,"InChI=1S/C6H3Br3O/c7-3-1-5(9)6(10)2-4(3)8/h1-2,10H",XPUSKKJATQFMBF-UHFFFAOYSA-N,330.801,327.773404,1,2,0,0,0,0,0
1297,"2,4,6-Tribromophenol",P-bromophenols,"2,4,6‐TBP",Single,,118-79-6,1483,47696,FDB000813,HMDB0029642,OC1=C(Br)C=C(Br)C=C1Br,C6H3Br3O,"InChI=1S/C6H3Br3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",BSWWXRFVMJHFBN-UHFFFAOYSA-N,330.799,327.773402659,2,3,0,0,0,0,0
1298,"2,4-Dibromophenol",P-bromophenols,"2,4‐DBP",Single,,615-58-7,12005,,FDB008794,HMDB0032079,OC1=C(Br)C=C(Br)C=C1,C6H4Br2O,"InChI=1S/C6H4Br2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",FAXWFCTVSHEODL-UHFFFAOYSA-N,251.903,249.862890044,1,2,0,0,0,0,0
1295,Bromophenols,P-bromophenols,BRPs,Combined,,,,,,,,,,,,,1,2,0,0,0,0,0
1242,PBB-153,Polybrominated biphenyls,"2,2',4,4',5,5'-Hexachlorobiphenyl",Single,,59080-40-9,42948,,,,BrC1=CC(Br)=C(C=C1Br)C1=CC(Br)=C(Br)C=C1Br,C12H4Br6,InChI=1S/C12H4Br6/c13-7-3-11(17)9(15)1-5(7)6-2-10(16)12(18)4-8(6)14/h1-4H,HMBBJSKXDBUNNT-UHFFFAOYSA-N,627.584,621.54132601,6,9,0,0,0,0,0
1050,PCB-99,Polychlorinated biphenyls,"2,2',4,4',5-Pentachlorobiphenyl",Single,,38380-01-7,38013,,,,ClC1=CC=C(C(Cl)=C1)C1=CC(Cl)=C(Cl)C=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-6-1-2-7(9(14)3-6)8-4-11(16)12(17)5-10(8)15/h1-5H,LMQJBFRGXHMNOX-UHFFFAOYSA-N,326.433,323.883388695,24,34,0,0,0,0,0
1092,PCB-146,Polychlorinated biphenyls,"2,2',3,4',5,5'-Hexachlorobiphenyl",Single,,51908-16-8,40172,,,,ClC1=CC(Cl)=C(Cl)C(=C1)C1=CC(Cl)=C(Cl)C=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-5-1-7(12(18)11(17)2-5)6-3-9(15)10(16)4-8(6)14/h1-4H,BQHCQAQLTCQFJZ-UHFFFAOYSA-N,360.878,357.84441637,17,28,0,0,0,0,0
1107,PCB-163,Polychlorinated biphenyls,"2,3,3',4',5,6-Hexachlorobiphenyl",Single,,74472-44-9,63079,,,,ClC1=CC=C(C=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-6-2-1-5(3-7(6)14)10-11(17)8(15)4-9(16)12(10)18/h1-4H,ZAGRQXMWMRUYRB-UHFFFAOYSA-N,360.878,357.84441637,1,1,0,0,0,0,0
1114,PCB-172,Polychlorinated biphenyls,"2,2',3,3',4,5,5'-Heptachlorobiphenyl",Single,,52663-74-8,40481,,,,ClC1=CC(Cl)=C(Cl)C(=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-4-1-5(9(16)7(14)2-4)6-3-8(15)11(18)12(19)10(6)17/h1-3H,HOPMUCXYRNOABF-UHFFFAOYSA-N,395.323,391.805444045,9,16,0,0,0,0,0
1119,PCB-177,Polychlorinated biphenyls,"2,2',3,3',4,5',6'-Heptachlorobiphenyl",Single,,52663-70-4,40477,,,,ClC1=CC=C(C(Cl)=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-5-2-1-4(9(16)12(5)19)8-10(17)6(14)3-7(15)11(8)18/h1-3H,CXOYNJAHPUASHN-UHFFFAOYSA-N,395.323,391.805444045,12,20,0,0,0,0,0
