ID,Name,Classification,Synonyms,Level,Description,CAS Number,PubChem ID,ChEBI ID,FooDB ID,HMDB ID,SMILES,Formula,InChI,InChIKey,Average mass,Mono. mass,No. of Microbiota associations,No. of Experimental evidences,Reduced by antibiotics (No. of Publications),Reduced in germ-free animals (No. of Publications),Produced by human faecal bacteria (No. of Publications)
2306,Deoxythymidine monophosphate,Pyrimidine 2'-deoxyribonucleoside monophosphates,Deoxyribosylthymine monophosphate; 5'-Thymidylic acid; Thymidine-5'-monophosphoric acid; dTMP; Thymidine monophosphate; TMP; Thymidylic acid; Deoxythymidylic acid,Single,A deoxyribonucleotide.,365-07-1,9700,17013,FDB030840,HMDB0001227,CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O,C10H15N2O8P,"InChI=1S/C10H15N2O8P/c1-5-3-12(10(15)11-9(5)14)8-2-6(13)7(20-8)4-19-21(16,17)18/h3,6-8,13H,2,4H2,1H3,(H,11,14,15)(H2,16,17,18)/t6-,7+,8+/m0/s1",GYOZYWVXFNDGLU-XLPZGREQSA-N,322.2085,322.056601978,1,1,0,1,0
2307,Cytidine 5'-monophosphate,Pyrimidine ribonucleoside monophosphates,Cytidine 5'-phosphate; Cytidine monophosphate; Cytidylic acid; CMP,Single,A ribonucleotide.,63-37-6,6131,23521,FDB030736,HMDB0000095,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,C9H14N3O8P,"InChI=1S/C9H14N3O8P/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1",IERHLVCPSMICTF-XVFCMESISA-N,323.1965,323.051850951,1,1,0,1,0
2308,m-Toluic acid,Benzoic acids,3-Methylbenzoic acid; beta-Methylbenzoic acid; 3-Toluic acid,Single,,99-04-7,7418,10589,,HMDB0062810,CC1=CC(=CC=C1)C(O)=O,C8H8O2,"InChI=1S/C8H8O2/c1-6-3-2-4-7(5-6)8(9)10/h2-5H,1H3,(H,9,10)",GPSDUZXPYCFOSQ-UHFFFAOYSA-N,136.15,136.052429498,1,1,0,1,0
2309,N-Methylalanine,Alanine and derivatives,(S)-2-Methylaminopropanoic acid; N-Methyl-L-alanine,Single,,3913-67-5,5288725,17519,,HMDB0094692,[H][C@@](C)(NC)C(O)=O,C4H9NO2,"InChI=1S/C4H9NO2/c1-3(5-2)4(6)7/h3,5H,1-2H3,(H,6,7)/t3-/m0/s1",GDFAOVXKHJXLEI-VKHMYHEASA-N,103.1198,103.063328537,1,1,0,1,0
2310,N2-Acetylornithine,N-acyl-L-alpha-amino acids,Acetyl-ornithine,Single,,,439232,16543,FDB031020,HMDB0003357,CC(=O)N[C@@H](CCCN)C(O)=O,C7H14N2O3,"InChI=1S/C7H14N2O3/c1-5(10)9-6(7(11)12)3-2-4-8/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t6-/m0/s1",JRLGPAXAGHMNOL-LURJTMIESA-N,174.1977,174.100442324,1,1,0,1,0
2311,Pyridoxamine,Pyridoxamine 5'-phosphates,Pyridoxylamine,Single,Pyridoxamine is a form of vitamin B6.,85-87-0,1052,16410,FDB021819,HMDB0001431,CC1=C(O)C(CN)=C(CO)C=N1,C8H12N2O2,"InChI=1S/C8H12N2O2/c1-5-8(12)7(2-9)6(4-11)3-10-5/h3,11-12H,2,4,9H2,1H3",NHZMQXZHNVQTQA-UHFFFAOYSA-N,168.1931,168.089877638,1,1,0,1,0
2312,p-Toluic acid,Benzoic acids,p-Methylbenzoic acid; 4-Toluic acid; p-Carboxytoluene; 4-Methylbenzoic acid,Single,,99-94-5,7470,36635,,HMDB0029635,CC1=CC=C(C=C1)C(O)=O,C8H8O2,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)",LPNBBFKOUUSUDB-UHFFFAOYSA-N,136.1479,136.0524295,1,1,0,1,0
2313,Oxypurinol,Xanthines,Alloxanthine,Single,,2465-59-0,135398752,28315,FDB022242,HMDB0000786,O=C1NC(=O)C2=CNNC2=N1,C5H4N4O2,"InChI=1S/C5H4N4O2/c10-4-2-1-6-9-3(2)7-5(11)8-4/h1H,(H3,6,7,8,9,10,11)",HXNFUBHNUDHIGC-UHFFFAOYSA-N,152.1109,152.033425392,1,1,0,1,0
2314,Indoleacetamide,3-alkylindoles,Indole-3-acetamide; 1H-Indole-3-acetamide; IAM,Single,"Metabolite of tryptophan, produced by bacteria (Fig 2, pmid:29902437).",879-37-8,397,16031,FDB000937,HMDB0029739,NC(=O)CC1=CNC2=C1C=CC=C2,C10H10N2O,"InChI=1S/C10H10N2O/c11-10(13)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,12H,5H2,(H2,11,13)",ZOAMBXDOGPRZLP-UHFFFAOYSA-N,174.1992,174.079312952,1,1,0,1,0
2315,D-Ribulose-5-phosphate,Pentose phosphates,Ribulose-5-phosphate,Single,,4151-19-3,439184,17363,FDB022145,HMDB0000618,OCC(=O)[C@H](O)[C@H](O)COP(O)(O)=O,C5H11O8P,"InChI=1S/C5H11O8P/c6-1-3(7)5(9)4(8)2-13-14(10,11)12/h4-6,8-9H,1-2H2,(H2,10,11,12)/t4-,5+/m1/s1",FNZLKVNUWIIPSJ-UHNVWZDZSA-N,230.1098,230.01915384,1,1,0,1,0
2316,N-Acetyl-L-aspartic acid,Aspartic acid and derivatives,Acetylaspartic acid; N-Acetylaspartate,Single,,997-55-7,65065,21547,FDB022260,HMDB0000812,CC(=O)N[C@@H](CC(O)=O)C(O)=O,C6H9NO5,"InChI=1S/C6H9NO5/c1-3(8)7-4(6(11)12)2-5(9)10/h4H,2H2,1H3,(H,7,8)(H,9,10)(H,11,12)/t4-/m0/s1",OTCCIMWXFLJLIA-BYPYZUCNSA-N,175.1394,175.048072403,1,1,0,1,0
2317,N-Acetyl-L-glutamic acid,Glutamic acid and derivatives,Acetylglutamic acid,Single,,1188-37-0,70914,17533,FDB022447,HMDB0001138,CC(=O)N[C@@H](CCC(O)=O)C(O)=O,C7H11NO5,"InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/t5-/m0/s1",RFMMMVDNIPUKGG-YFKPBYRVSA-N,189.1659,189.063722467,1,1,0,1,0
2318,Tyrosine methylester,Tyrosine and derivatives,Methyl L-tyrosinate,Single,,1080-06-4,70652,17215,,HMDB0029217,COC(=O)[C@@H](N)CC1=CC=C(O)C=C1,C10H13NO3,"InChI=1S/C10H13NO3/c1-14-10(13)9(11)6-7-2-4-8(12)5-3-7/h2-5,9,12H,6,11H2,1H3/t9-/m0/s1",MWZPENIJLUWBSY-VIFPVBQESA-N,195.2151,195.089543287,1,1,0,1,0
2319,Urocanic acid,Imidazolyl carboxylic acids and derivatives,5-Imidazoleacrylic acid; 4-Imidazoleacrylic acid; Imidazoleacrylic acid; trans-Urocanic acid,Single,,104-98-3,736715,30817,FDB007506,HMDB0000301,OC(=O)\C=C\C1=CNC=N1,C6H6N2O2,"InChI=1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)/b2-1+",LOIYMIARKYCTBW-OWOJBTEDSA-N,138.124,138.042927446,1,1,0,1,0
2320,4-Butyric acid betaine,Straight chain fatty acids,4-Trimethylammoniobutanoic acid; gamma-Butyrobetaine; 3-Dehydroxycarnitine; Actinine; Deoxycarnitine; 4-(N-Trimethylamino)butyrate; N-Trimethyl-gamma-aminobutyric acid; 4-Aminobutyric acid betaine; gamma-Aminobutyric acid betaine; GABA betaine,Single,,407-64-7,725,16244,FDB024107,HMDB0001161,C[N+](C)(C)CCCC([O-])=O,C7H15NO2,"InChI=1S/C7H15NO2/c1-8(2,3)6-4-5-7(9)10/h4-6H2,1-3H3",JHPNVNIEXXLNTR-UHFFFAOYSA-N,145.1995,145.110278729,6,3,2,2,2
2321,Prostaglandin E2,Prostaglandins and related compounds,Dinoprostone,Single,,363-24-6,5280360,15551,FDB022498,HMDB0001220,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,C20H32O5,"InChI=1S/C20H32O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h4,7,12-13,15-17,19,21,23H,2-3,5-6,8-11,14H2,1H3,(H,24,25)/b7-4-,13-12+/t15-,16+,17+,19+/m0/s1",XEYBRNLFEZDVAW-ARSRFYASSA-N,352.4651,352.224974134,1,1,0,1,0
2322,Arginylglutamic acid,Dipeptides,Arg-Glu; L-Arginyl-L-glutamic acid,Single,,,6995004,63357,,HMDB0028708,N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCC(O)=O)C(O)=O,C11H21N5O5,"InChI=1S/C11H21N5O5/c12-6(2-1-5-15-11(13)14)9(19)16-7(10(20)21)3-4-8(17)18/h6-7H,1-5,12H2,(H,16,19)(H,17,18)(H,20,21)(H4,13,14,15)/t6-,7-/m0/s1",HFKJBCPRWWGPEY-BQBZGAKWSA-N,303.319,303.154268796,1,1,0,1,0
2323,"1,3-Diaminopropane",Monoalkylamines,"1,3-Propanediamine; 1,3-Propylenediamine; Trimethylenediamine",Single,,109-76-2,428,15725,FDB031131,HMDB0000002,NCCCN,C3H10N2,InChI=1S/C3H10N2/c4-2-1-3-5/h1-5H2,XFNJVJPLKCPIBV-UHFFFAOYSA-N,74.1249,74.08439833,1,1,0,1,0
2324,1-Amino-2-propanol,"1,2-aminoalcohols",Isopropanolamine; 1-Amino-2-hydroxypropane,Single,,78-96-6,4,19030,FDB008936,HMDB0012136,CC(O)CN,C3H9NO,"InChI=1S/C3H9NO/c1-3(5)2-4/h3,5H,2,4H2,1H3",HXKKHQJGJAFBHI-UHFFFAOYSA-N,75.1097,75.068413915,1,1,0,1,0
2325,1H-Imidazole-4-propionic acid,Imidazolyl carboxylic acids and derivatives,1H-Imidazole-4-propanoic acid; 5-Imidazolepropionic acid; Dihydrourocanic acid; Deamino-histidine,Single,,1074-59-5,70630,73087,FDB012461,HMDB0002271,OC(=O)CCC1=CNC=N1,C6H8N2O2,"InChI=1S/C6H8N2O2/c9-6(10)2-1-5-3-7-4-8-5/h3-4H,1-2H2,(H,7,8)(H,9,10)",ZCKYOWGFRHAZIQ-UHFFFAOYSA-N,140.1399,140.05857751,1,1,0,1,0
2326,Isochorismic acid,Beta hydroxy acids and derivatives,"Isochorismate; 5-((1-Carboxyethenyl)oxy)-6-hydroxy-1,3-cyclohexadiene-1-carboxylic acid",Single,,22642-82-6,189062,17582,,,[H][C@]1(O)C(=CC=C[C@]1([H])OC(=C)C(O)=O)C(O)=O,C10H10O6,"InChI=1S/C10H10O6/c1-5(9(12)13)16-7-4-2-3-6(8(7)11)10(14)15/h2-4,7-8,11H,1H2,(H,12,13)(H,14,15)/t7-,8-/m0/s1",NTGWPRCCOQCMGE-YUMQZZPRSA-N,226.1828,226.047738052,1,1,0,1,0
2327,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,Pentose phosphates,,Single,,5962-18-5,446894,,,,O[C@H](COP(O)(O)=O)[C@@H](O)C(=O)CNC1=C(C=CC=C1)C(O)=O,C12H16NO9P,"InChI=1S/C12H16NO9P/c14-9(11(16)10(15)6-22-23(19,20)21)5-13-8-4-2-1-3-7(8)12(17)18/h1-4,10-11,13,15-16H,5-6H2,(H,17,18)(H2,19,20,21)/t10-,11+/m1/s1",QKMBYNRMPRKVTO-MNOVXSKESA-N,349.2305,349.056267627,1,1,0,1,0
2328,2-Dehydro-3-deoxy-D-arabino-heptonate-7-phosphate,Monosaccharide phosphates,3-Deoxy-D-arabino-heptulosonate-7-phosphate; DAHP; 2-DAHP; 7-Phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid,Single,,2627-73-8,160647,18150,,,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)CC(=O)C(O)=O,C7H13O10P,"InChI=1S/C7H13O10P/c8-3(1-4(9)7(12)13)6(11)5(10)2-17-18(14,15)16/h3,5-6,8,10-11H,1-2H2,(H,12,13)(H2,14,15,16)/t3-,5-,6+/m1/s1",PJWIPEXIFFQAQZ-PUFIMZNGSA-N,288.1459,288.024633148,1,1,0,1,0
2329,Glyco-beta-muricholic acid,Glycinated bile acids and derivatives,"N-(3alpha,6beta,7beta-Trihydroxy-5beta-cholanoyl)-glycine; beta-Glycomuricholic acid; Gly-beta-MCA",Single,Glycine conjugate of beta-muricholic acid.,,137333454,,,,C[C@H](CCC(=O)NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)[C@@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C26H43NO6,"InChI=1S/C26H43NO6/c1-14(4-7-20(29)27-13-21(30)31)16-5-6-17-22-18(9-11-25(16,17)2)26(3)10-8-15(28)12-19(26)23(32)24(22)33/h14-19,22-24,28,32-33H,4-13H2,1-3H3,(H,27,29)(H,30,31)/t14-,15-,16-,17+,18+,19+,22+,23+,24-,25-,26-/m1/s1",ZQYUKJFJPJDMMR-IIWZPVADSA-N,465.631,465.309038109,1,1,0,1,0
2330,Glyco-delta22-omega-muricholic acid,Glycinated bile acids and derivatives,"N-(3alpha,6alpha,7beta-Trihydroxy-5beta-chol-22-en-24-oyl)-glycine",Single,Glycine conjugate of delta22-omega-muricholic acid.,,,,,,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)[C@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)\C=C\C(=O)NCC(O)=O,C26H41NO6,"InChI=1S/C26H41NO6/c1-14(4-7-20(29)27-13-21(30)31)16-5-6-17-22-18(9-11-25(16,17)2)26(3)10-8-15(28)12-19(26)23(32)24(22)33/h4,7,14-19,22-24,28,32-33H,5-6,8-13H2,1-3H3,(H,27,29)(H,30,31)/b7-4+/t14-,15-,16-,17+,18+,19+,22+,23-,24-,25-,26-/m1/s1",XZDJHXFLHVJPMG-VDICBGFCSA-N,463.615,463.293388044,1,1,0,1,0
2333,Allodeoxycholic acid,"Dihydroxy bile acids, alcohols and derivatives","3alpha,12alpha-Dihydroxy-5alpha-cholanoic acid",Single,,,5283833,81276,FDB022065,HMDB0000478,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C24H40O4,"InChI=1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16-,17+,18-,19+,20+,21+,23+,24-/m1/s1",KXGVEGMKQFWNSR-WFTUMUMQSA-N,392.58,392.292659768,2,2,1,0,1
2334,"3beta,12beta-Dihydroxy-5beta-cholanoic acid","Dihydroxy bile acids, alcohols and derivatives",,Single,,,5283832,,FDB023030,HMDB0002585,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])C[C@@H](O)[C@]12C)[C@H](C)CCC(O)=O,C24H40O4,"InChI=1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16+,17+,18-,19+,20+,21-,23+,24-/m1/s1",KXGVEGMKQFWNSR-BYGCHKRWSA-N,392.572,392.292659768,1,1,0,0,1
2335,Lagodeoxycholic acid,"Dihydroxy bile acids, alcohols and derivatives","3alpha,12beta-Dihydroxy-5beta-cholanoic acid; 12-Epideoxycholic acid",Single,,570-62-7,5283831,81242,FDB022027,HMDB0000411,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C,C24H40O4,"InChI=1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16-,17+,18-,19+,20+,21-,23+,24-/m1/s1",KXGVEGMKQFWNSR-MFSKYVBHSA-N,392.572,392.292659768,1,1,0,0,1
2336,12beta-Hydroxy-3-oxo-5beta-cholanoic acid,"Monohydroxy bile acids, alcohols and derivatives",,Single,,136892-43-8,154474,,,,[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])C[C@@]([H])(O)[C@]12C,C24H38O4,"InChI=1S/C24H38O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-15,17-21,26H,4-13H2,1-3H3,(H,27,28)/t14-,15-,17+,18-,19+,20+,21-,23+,24-/m1/s1",WMUMZOAFCDOTRW-RXTDITKTSA-N,390.564,390.277009704,1,1,0,0,1
2337,7-Ketoisolithocholic acid,"Monohydroxy bile acids, alcohols and derivatives",3beta-Hydroxy-7-oxo-5beta-cholanoic acid,Single,,,5283924,82678,,,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@H]1CC3=O,C24H38O4,"InChI=1S/C24H38O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-19,22,25H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16+,17-,18+,19+,22+,23+,24-/m1/s1",DXOCDBGWDZAYRQ-QCXZXCEPSA-N,390.564,390.277009704,5,1,0,0,3
2338,"3,7-Diketocholanoic acid","Hydroxy bile acids, alcohols and derivatives","3,7-Dioxo-5beta-cholanoic acid; 3,7-Diketo-5beta-cholanic acid; 3,7-Didehydrochenodeoxycholic acid",Single,,859-97-2,94192,,,,,,,,,,2,1,0,0,2
2341,3-Dehydrodeoxycholic acid,"Monohydroxy bile acids, alcohols and derivatives",12alpha-Hydroxy-3-oxo-5beta-cholanoic acid; 12alpha-Hydroxy-3-keto-5beta-cholanic acid; 3-Oxodeoxycholic acid,Single,,4185-01-7,160738,88104,,HMDB0062742,[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C,C24H38O4,"InChI=1S/C24H38O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-15,17-21,26H,4-13H2,1-3H3,(H,27,28)/t14-,15-,17+,18-,19+,20+,21+,23+,24-/m1/s1",WMUMZOAFCDOTRW-OVEHVULHSA-N,390.564,390.277009704,4,1,0,0,3
2342,7-Ketoisodeoxycholic acid,"Dihydroxy bile acids, alcohols and derivatives","3beta,12alpha-Dihydroxy-7-oxo-5beta-cholanoic acid; 3beta,12alpha-Dihydroxy-7-keto-5beta-cholanic acid",Single,,,,,,,[H][C@@]1(CC[C@@]2([H])[C@]3([H])C(=O)C[C@]4([H])CCCC[C@]4(C)[C@@]3([H])CC(O)[C@]12C)[C@H](C)CCC(O)=O,C24H38O4,"InChI=1S/C24H38O4/c1-14(7-10-21(27)28)16-8-9-17-22-18(13-20(26)24(16,17)3)23(2)11-5-4-6-15(23)12-19(22)25/h14-18,20,22,26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16-,17+,18+,20?,22+,23+,24-/m1/s1",JRNKMLBWEKPKCU-JSWZPZNLSA-N,390.564,390.277009704,1,1,0,0,1
2343,"3,7-Didehydrocholic acid","Monohydroxy bile acids, alcohols and derivatives","12alpha-Hydroxy-3,7-dioxo-5beta-cholanoic acid; 12alpha-Hydroxy-3,7-diketo-5beta-cholanic acid; 3,7-Diketocholic acid",Single,,,5283961,,,,,,,,,,1,1,0,0,1
2345,"3,12-Diketocholanoic acid","Bile acids, alcohols and derivatives","3,12-Dioxo-5beta-cholanoic acid; 3,12-Diketo-5beta-cholanic acid; 3,12-Didehydrodeoxycholic acid",Single,,,,,,,,,,,,,1,1,0,0,1
2347,12-Ketoisochenodeoxycholic acid,"Dihydroxy bile acids, alcohols and derivatives","3beta,7alpha-Dihydroxy-12-oxo-5beta-cholanoic acid; 3beta,7alpha-Dihydroxy-12-keto-5beta-cholanic acid",Single,,,,,,,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC(=O)[C@]12C)[C@H](C)CCC(O)=O,C24H38O5,"InChI=1S/C24H38O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-19,22,25-26H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15+,16-,17+,18+,19-,22+,23+,24-/m1/s1",MIHNUBCEFJLAGN-MTUXEBOFSA-N,406.563,406.271924324,1,1,0,0,1
2348,"7alpha-Hydroxy-3,12-dioxo-5beta-cholanoic acid","Monohydroxy bile acids, alcohols and derivatives",,Single,,,,,,,,,,,,,1,1,0,0,1
2349,3-Ketocholanoic acid,"Bile acids, alcohols and derivatives",3-Oxo-5beta-cholanoic acid; 3-Keto-5beta-cholanic acid; 3-Dehydrolithocholic acid,Single,,,,,,,[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C,C24H38O3,"InChI=1S/C24H38O3/c1-15(4-9-22(26)27)19-7-8-20-18-6-5-16-14-17(25)10-12-23(16,2)21(18)11-13-24(19,20)3/h15-16,18-21H,4-14H2,1-3H3,(H,26,27)/t15-,16-,18+,19-,20+,21+,23+,24-/m1/s1",KIQFUORWRVZTHT-OPTMKGCMSA-N,374.5567,374.282095082,1,1,0,0,1
2350,7beta-Hydroxy-3-oxo-5beta-cholanoic acid,"Bile acids, alcohols and derivatives",,Single,,,22833531,,FDB022104,HMDB0000541,[H][C@@]12CC[C@H]([C@H](C)CCC(=O)OC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C(=O)CC2CC(=O)CC[C@]12C,C25H38O4,"InChI=1S/C25H38O4/c1-15(5-8-22(28)29-4)18-6-7-19-23-20(10-12-25(18,19)3)24(2)11-9-17(26)13-16(24)14-21(23)27/h15-16,18-20,23H,5-14H2,1-4H3/t15-,16?,18-,19+,20+,23+,24+,25-/m1/s1",UZRRNRRCPZZPNY-ZECRIGHZSA-N,402.5668,402.277009704,1,1,0,0,1
2351,16beta-Hydroxyestradiol,Estrogens and derivatives,16-Epiestriol,Single,,547-81-9,68929,87620,FDB021970,HMDB0000347,[H][C@@]12C[C@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,C18H24O3,"InChI=1S/C18H24O3/c1-18-7-6-13-12-5-3-11(19)8-10(12)2-4-14(13)15(18)9-16(20)17(18)21/h3,5,8,13-17,19-21H,2,4,6-7,9H2,1H3/t13-,14-,15+,16+,17+,18+/m1/s1",PROQIPRRNZUXQM-ZMSHIADSSA-N,288.3814,288.172544634,1,1,0,0,1
2352,15alpha-Hydroxyestradiol,Estrogens and derivatives,,Single,,570-30-9,66418,87593,,,,,,,,,1,1,0,0,1
2353,16alpha-Hydroxyestrone,Estrogens and derivatives,"16-Hydroxyestrone; 3,16alpha-Dihydroxyestra-1,3,5(10)-trien-17-one",Single,,566-76-7,115116,776,FDB021959,HMDB0000335,[H][C@@]12C[C@@H](O)C(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,C18H22O3,"InChI=1S/C18H22O3/c1-18-7-6-13-12-5-3-11(19)8-10(12)2-4-14(13)15(18)9-16(20)17(18)21/h3,5,8,13-16,19-20H,2,4,6-7,9H2,1H3/t13-,14-,15+,16-,18+/m1/s1",WPOCIZJTELRQMF-QFXBJFAPSA-N,286.3655,286.15689457,2,1,0,0,1
2356,4-Vinylcatechol,Catechols,"Vinylcatechol; 3,4-Dihydroxystyrene; 4-Ethenylbenzene-1,2-diol",Single,,6053-02-7,151398,1390,,HMDB0124942,OC1=C(O)C=C(C=C)C=C1,C8H8O2,"InChI=1S/C8H8O2/c1-2-6-3-4-7(9)8(10)5-6/h2-5,9-10H,1H2",FBTSUTGMWBDAAC-UHFFFAOYSA-N,136.15,136.052429498,2,1,0,0,1
2357,4-Ethylcatechol,Catechols,"4-Ethyl-1,2-benzenediol; 4-Ethylpyrocatechol",Single,,1124-39-6,70761,,FDB019886,HMDB0040174,CCC1=CC(O)=C(O)C=C1,C8H10O2,"InChI=1S/C8H10O2/c1-2-6-3-4-7(9)8(10)5-6/h3-5,9-10H,2H2,1H3",HFLGBNBLMBSXEM-UHFFFAOYSA-N,138.1638,138.068079564,2,1,0,1,0
2358,Homovanillic acid,Methoxyphenols,3-Methoxy-4-hydroxyphenylacetic acid; 4-Hydroxy-3-methoxybenzeneacetic acid; Vanillacetic acid,Single,,306-08-1,1738,545959,FDB001783,HMDB0000118,COC1=CC(CC(O)=O)=CC=C1O,C9H10O4,"InChI=1S/C9H10O4/c1-13-8-4-6(5-9(11)12)2-3-7(8)10/h2-4,10H,5H2,1H3,(H,11,12)",QRMZSPFSDQBLIX-UHFFFAOYSA-N,182.1733,182.057908808,6,2,1,0,3
2359,Trimethylamines,Trialkylamines,Total trimethylamines,Combined,Sum of trimethylamine and trimethylamine oxide (TMA + TMAO),,,,,,,,,,,,2,2,1,1,0
2360,Methylbutyric acid (5:0),Fatty acids and conjugates,2/3-Methylbutyric acid,Combined,Combination of 2-methylbutyric acid and 3-methylbutyric acid which are not separated with old GC columns.,,,,,,,,,,,,3,1,0,0,2
2361,Diphenylnitrosamine,Phenylhydrazines,"N-Nitrosodiphenylamine; N,N-Diphenylnitrosamine; N-Nitroso-N-phenylaniline",Single,,86-30-6,6838,,,,O=NN(C1=CC=CC=C1)C1=CC=CC=C1,C12H10N2O,InChI=1S/C12H10N2O/c15-13-14(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,UBUCNCOMADRQHX-UHFFFAOYSA-N,198.2206,198.079312952,1,1,0,0,1
2362,Ethanolamine,"1,2-aminoalcohols",2-Amino-ethanol; 2-Aminoethanol; Monoethanolamine; 2-Hydroxyethylamine,Single,,141-43-5,700,16000,FDB030851,HMDB0000149,NCCO,C2H7NO,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2",HZAXFHJVJLSVMW-UHFFFAOYSA-N,61.0831,61.052763851,1,1,0,0,1
2363,Choline,Cholines,"N-Trimethylethanolamine; Bilineurine; 2-Hydroxy-N,N,N-trimethylethanaminium",Single,Basic constituent of lecithin that is found in many plants and animal organs. It is an essential nutrient for human.,62-49-7,305,15354,FDB000710,HMDB0000097,C[N+](C)(C)CCO,C5H14NO,"InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1",OEYIOHPDSNJKLS-UHFFFAOYSA-N,104.1708,104.107539075,2,1,0,0,2
