ID,Name,Classification,Synonyms,Level,Description,CAS Number,PubChem ID,ChEBI ID,FooDB ID,HMDB ID,SMILES,Formula,InChI,InChIKey,Average mass,Mono. mass,No. of Publications,No. of Concentration values,No. of Reproducibility values,No. of Correlation values,No. of Metabolomic associations,No. of Cancer associations
1345,Endrin,Organohalogens [pesticides],,Single,,72-20-8,46174049,81526,FDB003234,HMDB31211,ClC1=C(Cl)[C@@]2(Cl)[C@@H]3[C@@H]4C[C@H](C5OC45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,C12H8Cl6O,"InChI=1S/C12H8Cl6O/c13-8-9(14)11(16)5-3-1-2(6-7(3)19-6)4(5)10(8,15)12(11,17)18/h2-7H,1H2/t2-,3-,4-,5+,6?,7?,10-,11-/m0/s1",DFBKLUNHFCTMDC-QINJUESRSA-N,380.9,377.8706311,1,1,0,0,0,0
1342,PCB-20/33,Polychlorinated biphenyls (PCB),,Combined,,,,,,,,,,,,,2,2,0,0,0,0
964,PCB-11,Polychlorinated biphenyls (PCB),"3,3'-Dichlorobiphenyl",Single,,2050-67-1,16307,,,,ClC1=CC(=CC=C1)C1=CC(Cl)=CC=C1,C12H8Cl2,InChI=1S/C12H8Cl2/c13-11-5-1-3-9(7-11)10-4-2-6-12(14)8-10/h1-8H,KTXUOWUHFLBZPW-UHFFFAOYSA-N,223.098,222.00030567,2,2,0,0,0,0
968,PCB-15,Polychlorinated biphenyls (PCB),"4,4'-Dichlorobiphenyl",Single,,2050-68-2,16308,34364,,,ClC1=CC=C(C=C1)C1=CC=C(Cl)C=C1,C12H8Cl2,InChI=1S/C12H8Cl2/c13-11-5-1-9(2-6-11)10-3-7-12(14)8-4-10/h1-8H,YTBRNEUEFCNVHC-UHFFFAOYSA-N,223.098,222.00030567,1,1,0,0,0,0
969,PCB-16,Polychlorinated biphenyls (PCB),"2,2',3-Trichlorobiphenyl",Single,,38444-78-9,38032,,,,ClC1=CC=CC(=C1Cl)C1=CC=CC=C1Cl,C12H7Cl3,InChI=1S/C12H7Cl3/c13-10-6-2-1-4-8(10)9-5-3-7-11(14)12(9)15/h1-7H,XVIZMMSINIOIQP-UHFFFAOYSA-N,257.543,255.961333345,1,1,0,0,0,0
970,PCB-17,Polychlorinated biphenyls (PCB),"2,2',4-Trichlorobiphenyl",Single,,37680-66-3,37804,,,,ClC1=CC=C(C(Cl)=C1)C1=CC=CC=C1Cl,C12H7Cl3,InChI=1S/C12H7Cl3/c13-8-5-6-10(12(15)7-8)9-3-1-2-4-11(9)14/h1-7H,YKKYCYQDUUXNLN-UHFFFAOYSA-N,257.543,255.961333345,1,1,0,0,0,0
975,PCB-22,Polychlorinated biphenyls (PCB),"2,3,4'-Trichlorobiphenyl",Single,,38444-85-8,38035,,,,ClC1=CC=C(C=C1)C1=CC=CC(Cl)=C1Cl,C12H7Cl3,InChI=1S/C12H7Cl3/c13-9-6-4-8(5-7-9)10-2-1-3-11(14)12(10)15/h1-7H,ZMHWQAHZKUPENF-UHFFFAOYSA-N,257.543,255.961333345,2,2,0,0,0,0
984,PCB-31,Polychlorinated biphenyls (PCB),"2,4',5-Trichlorobiphenyl",Single,,16606-02-3,27960,,,,ClC1=CC=C(C=C1)C1=CC(Cl)=CC=C1Cl,C12H7Cl3,InChI=1S/C12H7Cl3/c13-9-3-1-8(2-4-9)11-7-10(14)5-6-12(11)15/h1-7H,VAHKBZSAUKPEOV-UHFFFAOYSA-N,257.543,255.961333345,2,2,0,0,0,0
985,PCB-32,Polychlorinated biphenyls (PCB),"2,4',6-Trichlorobiphenyl",Single,,38444-77-8,38031,,,,ClC1=CC=C(C=C1)C1=C(Cl)C=CC=C1Cl,C12H7Cl3,InChI=1S/C12H7Cl3/c13-9-6-4-8(5-7-9)12-10(14)2-1-3-11(12)15/h1-7H,IHIDFKLAWYPTKB-UHFFFAOYSA-N,257.543,255.961333345,1,1,0,0,0,0
994,PCB-41,Polychlorinated biphenyls (PCB),"2,2',3,4-Tetrachlorobiphenyl",Single,,52663-59-9,40467,,,,ClC1=CC=C(C(Cl)=C1Cl)C1=CC=CC=C1Cl,C12H6Cl4,InChI=1S/C12H6Cl4/c13-9-4-2-1-3-7(9)8-5-6-10(14)12(16)11(8)15/h1-6H,SEWHDNLIHDBVDZ-UHFFFAOYSA-N,291.988,289.92236102,1,1,0,0,0,0
1009,PCB-56,Polychlorinated biphenyls (PCB),"2,3,3',4'-Tetrachlorobiphenyl",Single,,41464-43-1,38879,,,,ClC1=CC=C(C=C1Cl)C1=CC=CC(Cl)=C1Cl,C12H6Cl4,InChI=1S/C12H6Cl4/c13-9-5-4-7(6-11(9)15)8-2-1-3-10(14)12(8)16/h1-6H,UNCGJRRROFURDV-UHFFFAOYSA-N,291.988,289.92236102,1,1,0,0,0,0
1012,PCB-59,Polychlorinated biphenyls (PCB),"2,3,3',6-Tetrachlorobiphenyl",Single,,74472-33-6,91718,,,,ClC1=CC=CC(=C1)C1=C(Cl)C=CC(Cl)=C1Cl,C12H6Cl4,InChI=1S/C12H6Cl4/c13-8-3-1-2-7(6-8)11-9(14)4-5-10(15)12(11)16/h1-6H,WZNAMGYIQPAXDH-UHFFFAOYSA-N,291.988,289.92236102,1,1,0,0,0,0
1013,PCB-60,Polychlorinated biphenyls (PCB),"2,3,4,4'-Tetrachlorobiphenyl",Single,,33025-41-1,36304,34218,,,ClC1=CC=C(C=C1)C1=CC=C(Cl)C(Cl)=C1Cl,C12H6Cl4,InChI=1S/C12H6Cl4/c13-8-3-1-7(2-4-8)9-5-6-10(14)12(16)11(9)15/h1-6H,XLDBTRJKXLKYTC-UHFFFAOYSA-N,291.988,289.92236102,2,2,0,0,0,0
1014,PCB-61,Polychlorinated biphenyls (PCB),"2,3,4,5-Tetrachlorobiphenyl",Single,,33284-53-6,36401,34221,,,ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=CC=CC=C1,C12H6Cl4,InChI=1S/C12H6Cl4/c13-9-6-8(7-4-2-1-3-5-7)10(14)12(16)11(9)15/h1-6H,HLQDGCWIOSOMDP-UHFFFAOYSA-N,291.988,289.92236102,1,1,0,0,0,0
1017,PCB-64,Polychlorinated biphenyls (PCB),"2,3,4',6-Tetrachlorobiphenyl",Single,,52663-58-8,63110,,,,ClC1=CC=C(C=C1)C1=C(Cl)C=CC(Cl)=C1Cl,C12H6Cl4,InChI=1S/C12H6Cl4/c13-8-3-1-7(2-4-8)11-9(14)5-6-10(15)12(11)16/h1-6H,FXRXQYZZALWWGA-UHFFFAOYSA-N,291.988,289.92236102,2,2,0,0,0,0
1029,PCB-76,Polychlorinated biphenyls (PCB),"2,3',4',5'-Tetrachlorobiphenyl",Single,,70362-48-0,51042,,,,ClC1=CC(=CC(Cl)=C1Cl)C1=CC=CC=C1Cl,C12H6Cl4,InChI=1S/C12H6Cl4/c13-9-4-2-1-3-8(9)7-5-10(14)12(16)11(15)6-7/h1-6H,QILUYCYPNYWMIL-UHFFFAOYSA-N,291.988,289.92236102,1,1,0,0,0,0
1041,PCB-90,Polychlorinated biphenyls (PCB),"2,2',3,4',5-Pentachlorobiphenyl",Single,,68194-07-0,50100,,,,ClC1=CC=C(C(Cl)=C1)C1=CC(Cl)=CC(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-6-1-2-8(10(15)4-6)9-3-7(14)5-11(16)12(9)17/h1-5H,SUOAMBOBSWRMNQ-UHFFFAOYSA-N,326.433,323.883388695,2,2,0,0,0,0
1046,PCB-95,Polychlorinated biphenyls (PCB),"2,2',3,5',6-Pentachlorobiphenyl",Single,,38379-99-6,38012,,,,ClC1=CC=C(Cl)C(=C1)C1=C(Cl)C=CC(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-6-1-2-8(14)7(5-6)11-9(15)3-4-10(16)12(11)17/h1-5H,GXNNLIMMEXHBKV-UHFFFAOYSA-N,326.433,323.883388695,2,2,0,0,0,0
1058,PCB-108,Polychlorinated biphenyls (PCB),"2,3,3',4,5'-Pentachlorobiphenyl",Single,,70362-41-3,91704,,,,ClC1=CC(=CC(Cl)=C1)C1=CC=C(Cl)C(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-7-3-6(4-8(14)5-7)9-1-2-10(15)12(17)11(9)16/h1-5H,MPCDNZSLJWJDNW-UHFFFAOYSA-N,326.433,323.883388695,1,1,0,0,0,0
1064,PCB-115,Polychlorinated biphenyls (PCB),"2,3,4,4',6-Pentachlorobiphenyl",Single,,74472-38-1,91720,,,,ClC1=CC=C(C=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-7-3-1-6(2-4-7)10-8(14)5-9(15)11(16)12(10)17/h1-5H,IOVARPVVZDOPGQ-UHFFFAOYSA-N,326.433,323.883388695,1,1,0,0,0,0
1102,PCB-158,Polychlorinated biphenyls (PCB),"2,3,3',4,4',6-Hexachlorobiphenyl",Single,,74472-42-7,63072,,,,ClC1=CC=C(C=C1Cl)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-6-2-1-5(3-7(6)14)10-8(15)4-9(16)11(17)12(10)18/h1-4H,ZQUPQXINXTWCQR-UHFFFAOYSA-N,360.878,357.84441637,2,2,0,0,0,0
1111,PCB-168,Polychlorinated biphenyls (PCB),"2,3',4,4',5',6-Hexachlorobiphenyl",Single,,59291-65-5,63078,,,,ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1,C12H4Cl6,InChI=1S/C12H4Cl6/c13-6-3-7(14)11(8(15)4-6)5-1-9(16)12(18)10(17)2-5/h1-4H,PITHIPNORFGJPI-UHFFFAOYSA-N,360.878,357.84441637,1,1,0,0,0,0
1116,PCB-174,Polychlorinated biphenyls (PCB),"2,2',3,3',4,5,6'-Heptachlorobiphenyl",Single,,38411-25-5,38025,,,,ClC1=CC=C(Cl)C(=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-5-1-2-6(14)10(17)8(5)4-3-7(15)11(18)12(19)9(4)16/h1-3H,ZDLMBNHYTPHDLF-UHFFFAOYSA-N,395.323,391.805444045,3,4,0,0,0,0
1131,PCB-190,Polychlorinated biphenyls (PCB),"2,3,3',4,4',5,6-Heptachlorobiphenyl",Single,,41411-64-7,38857,,,,ClC1=CC=C(C=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-5-2-1-4(3-6(5)14)7-8(15)10(17)12(19)11(18)9(7)16/h1-3H,TYEDCFVCFDKSBK-UHFFFAOYSA-N,395.323,391.805444045,2,2,0,0,0,0
1134,PCB-193,Polychlorinated biphenyls (PCB),"2,3,3',4',5,5',6-Heptachlorobiphenyl",Single,,69782-91-8,633844,,,,ClC1=CC(=CC(Cl)=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-5-1-4(2-6(14)10(5)17)9-11(18)7(15)3-8(16)12(9)19/h1-3H,SSTJUBQGYXNFFP-UHFFFAOYSA-N,395.323,391.805444045,1,1,0,0,0,0
1348,DiCBs,Polychlorinated biphenyls (PCB),Dichlorobiphenyls,Combined,,,,,,,,,,,,,2,2,0,0,0,0
1370,PCB-43/49,Polychlorinated biphenyls (PCB),,Combined,,,,,,,,,,,,,1,1,0,0,0,0
1371,PCB-52/73,Polychlorinated biphenyls (PCB),,Combined,,,,,,,,,,,,,1,1,0,0,0,0
1369,PCB-181/187,Polychlorinated biphenyls (PCB),,Combined,,,,,,,,,,,,,1,1,0,0,0,0
1373,PCB-90/101,Polychlorinated biphenyls (PCB),,Combined,,,,,,,,,,,,,1,1,0,0,0,0
1374,PCB-138/163/164,Polychlorinated biphenyls (PCB),,Combined,,,,,,,,,,,,,1,1,0,0,0,0
1375,PCB-28/31,Polychlorinated biphenyls (PCB),,Combined,,,,,,,,,,,,,1,1,0,0,0,0
1047,PCB-96,Polychlorinated biphenyls (PCB),"2,2',3,6,6'-Pentachlorobiphenyl",Single,,73575-54-9,63089,,,,ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C=CC=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-6-2-1-3-7(14)10(6)11-8(15)4-5-9(16)12(11)17/h1-5H,QQFGAXUIQVKBKU-UHFFFAOYSA-N,326.433,323.883388695,1,1,0,0,0,0
1376,PCB-84/89/90/101/113,Polychlorinated biphenyls (PCB),,Combined,,,,,,,,,,,,,1,1,0,0,0,0
1057,PCB-107,Polychlorinated biphenyls (PCB),"2,3,3',4',5-Pentachlorobiphenyl",Single,,70424-68-9,51074,,,,ClC1=CC(Cl)=C(Cl)C(=C1)C1=CC=C(Cl)C(Cl)=C1,C12H5Cl5,InChI=1S/C12H5Cl5/c13-7-4-8(12(17)11(16)5-7)6-1-2-9(14)10(15)3-6/h1-5H,PVYBHVJTMRRXLG-UHFFFAOYSA-N,326.433,323.883388695,1,1,0,0,0,0
1377,PCB-136/154,Polychlorinated biphenyls (PCB),,Combined,,,,,,,,,,,,,1,1,0,0,0,0
1079,PCB-133,Polychlorinated biphenyls (PCB),"2,2',3,3',5,5'-Hexachlorobiphenyl",Single,,35694-04-3,37249,34197,,,ClC1=CC(Cl)=C(Cl)C(=C1)C1=CC(Cl)=CC(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-5-1-7(11(17)9(15)3-5)8-2-6(14)4-10(16)12(8)18/h1-4H,AJKLKINFZLWHQE-UHFFFAOYSA-N,360.878,357.84441637,2,2,0,0,0,0
1118,PCB-176,Polychlorinated biphenyls (PCB),"2,2',3,3',4,6,6'-Heptachlorobiphenyl",Single,,52663-65-7,63097,,,,ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-4-1-2-5(14)10(17)8(4)9-6(15)3-7(16)11(18)12(9)19/h1-3H,HGMYRFJAJNYBRX-UHFFFAOYSA-N,395.323,391.805444045,1,1,0,0,0,0
1378,PCB-172/192,Polychlorinated biphenyls (PCB),,Combined,,,,,,,,,,,,,2,3,0,0,0,0
1075,PCB-129,Polychlorinated biphenyls (PCB),"2,2',3,3',4,5-Hexachlorobiphenyl",Single,,55215-18-4,41363,,,,ClC1=CC=CC(=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-7-3-1-2-5(9(7)15)6-4-8(14)11(17)12(18)10(6)16/h1-4H,VQQKIXKPMJTUMP-UHFFFAOYSA-N,360.878,357.84441637,2,5,0,0,0,0
1379,PCB-128/167,Polychlorinated biphenyls (PCB),,Combined,,,,,,,,,,,,,2,6,0,0,0,0
989,PCB-36,Polychlorinated biphenyls (PCB),"3,3',5-Trichlorobiphenyl",Single,,38444-87-0,38037,,,,ClC1=CC=CC(=C1)C1=CC(Cl)=CC(Cl)=C1,C12H7Cl3,InChI=1S/C12H7Cl3/c13-10-3-1-2-8(4-10)9-5-11(14)7-12(15)6-9/h1-7H,RIBGNAJQTOXRDK-UHFFFAOYSA-N,257.543,255.961333345,1,1,0,0,0,0
991,PCB-38,Polychlorinated biphenyls (PCB),"3,4,5-Trichlorobiphenyl",Single,,53555-66-1,63099,,,,ClC1=CC(=CC(Cl)=C1Cl)C1=CC=CC=C1,C12H7Cl3,InChI=1S/C12H7Cl3/c13-10-6-9(7-11(14)12(10)15)8-4-2-1-3-5-8/h1-7H,BSFZSQRJGZHMMV-UHFFFAOYSA-N,257.543,255.961333345,1,1,0,0,0,0
995,PCB-42,Polychlorinated biphenyls (PCB),"2,2',3,4'-Tetrachlorobiphenyl",Single,,36559-22-5,63103,,,,ClC1=CC=C(C(Cl)=C1)C1=CC=CC(Cl)=C1Cl,C12H6Cl4,InChI=1S/C12H6Cl4/c13-7-4-5-8(11(15)6-7)9-2-1-3-10(14)12(9)16/h1-6H,ALFHIHDQSYXSGP-UHFFFAOYSA-N,291.988,289.92236102,1,1,0,0,0,0
996,PCB-43,Polychlorinated biphenyls (PCB),"2,2',3,5-Tetrachlorobiphenyl",Single,,70362-46-8,613387,,,,ClC1=CC(Cl)=C(Cl)C(=C1)C1=C(Cl)C=CC=C1,C12H6Cl4,InChI=1S/C12H6Cl4/c13-7-5-9(12(16)11(15)6-7)8-3-1-2-4-10(8)14/h1-6H,NRBNBYFPJCCKTO-UHFFFAOYSA-N,291.988,289.92236102,1,1,0,0,0,0
1008,PCB-55,Polychlorinated biphenyls (PCB),"2,3,3',4-Tetrachlorobiphenyl",Single,,74338-24-2,63102,,,,ClC1=CC=CC(=C1)C1=CC=C(Cl)C(Cl)=C1Cl,C12H6Cl4,InChI=1S/C12H6Cl4/c13-8-3-1-2-7(6-8)9-4-5-10(14)12(16)11(9)15/h1-6H,ZKGSEEWIVLAUNH-UHFFFAOYSA-N,291.988,289.92236102,1,1,0,0,0,0
1011,PCB-58,Polychlorinated biphenyls (PCB),"2,3,3',5'-Tetrachlorobiphenyl",Single,,41464-49-7,63109,,,,ClC1=CC(=CC(Cl)=C1)C1=CC=CC(Cl)=C1Cl,C12H6Cl4,InChI=1S/C12H6Cl4/c13-8-4-7(5-9(14)6-8)10-2-1-3-11(15)12(10)16/h1-6H,IOPBNBSKOPJKEG-UHFFFAOYSA-N,291.988,289.92236102,1,1,0,0,0,0
1021,PCB-68,Polychlorinated biphenyls (PCB),"2,3',4,5'-Tetrachlorobiphenyl",Single,,73575-52-7,51821,,,,ClC1=CC=C(C(Cl)=C1)C1=CC(Cl)=CC(Cl)=C1,C12H6Cl4,InChI=1S/C12H6Cl4/c13-8-1-2-11(12(16)6-8)7-3-9(14)5-10(15)4-7/h1-6H,KTTXLLZIBIDUCR-UHFFFAOYSA-N,291.988,289.92236102,1,1,0,0,0,0
1025,PCB-72,Polychlorinated biphenyls (PCB),"2,3',5,5'-Tetrachlorobiphenyl",Single,,41464-42-0,38878,,,,ClC1=CC=C(Cl)C(=C1)C1=CC(Cl)=CC(Cl)=C1,C12H6Cl4,InChI=1S/C12H6Cl4/c13-8-1-2-12(16)11(6-8)7-3-9(14)5-10(15)4-7/h1-6H,WBTMFEPLVQOWFI-UHFFFAOYSA-N,291.988,289.92236102,1,1,0,0,0,0
1034,PCB-83,Polychlorinated biphenyls (PCB),"2,2',3,3',5-Pentachlorobiphenyl",Single,,60145-20-2,63093,,,,ClC1=CC(Cl)=C(Cl)C(=C1)C1=CC=CC(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-6-4-8(12(17)10(15)5-6)7-2-1-3-9(14)11(7)16/h1-5H,SUBRHHYLRGOTHL-UHFFFAOYSA-N,326.433,323.883388695,1,1,0,0,0,0
1380,PCB-84/92,Polychlorinated biphenyls (PCB),,Combined,,,,,,,,,,,,,1,1,0,0,0,0
1381,PCB-86/97/117,Polychlorinated biphenyls (PCB),,Combined,,,,,,,,,,,,,1,1,0,0,0,0
1382,PCB-87/115,Polychlorinated biphenyls (PCB),,Combined,,,,,,,,,,,,,1,1,0,0,0,0
1040,PCB-89,Polychlorinated biphenyls (PCB),"2,2',3,4,6'-Pentachlorobiphenyl",Single,,73575-57-2,51822,,,,ClC1=CC=C(C(Cl)=C1Cl)C1=C(Cl)C=CC=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-7-2-1-3-8(14)10(7)6-4-5-9(15)12(17)11(6)16/h1-5H,GLOOIONSKMZYQZ-UHFFFAOYSA-N,326.433,323.883388695,1,1,0,0,0,0
1042,PCB-91,Polychlorinated biphenyls (PCB),"2,2',3,4',6-Pentachlorobiphenyl",Single,,68194-05-8,50099,,,,ClC1=CC=C(C(Cl)=C1)C1=C(Cl)C=CC(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-6-1-2-7(10(16)5-6)11-8(14)3-4-9(15)12(11)17/h1-5H,CXKIGWXPPVZSQK-UHFFFAOYSA-N,326.433,323.883388695,1,1,0,0,0,0
1383,PCB-93/95/98/102,Polychlorinated biphenyls (PCB),,Combined,,,,,,,,,,,,,1,1,0,0,0,0
1059,PCB-109,Polychlorinated biphenyls (PCB),"2,3,3',4,6-Pentachlorobiphenyl",Single,,74472-35-8,93440,,,,ClC1=CC=CC(=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-7-3-1-2-6(4-7)10-8(14)5-9(15)11(16)12(10)17/h1-5H,XGQBSVVYMVILEL-UHFFFAOYSA-N,326.433,323.883388695,1,1,0,0,0,0
1384,PCB-110/120,Polychlorinated biphenyls (PCB),,Combined,,,,,,,,,,,,,1,1,0,0,0,0
1063,PCB-113,Polychlorinated biphenyls (PCB),"2,3,3',5',6-Pentachlorobiphenyl",Single,,68194-10-5,63087,,,,ClC1=CC(=CC(Cl)=C1)C1=C(Cl)C=CC(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-7-3-6(4-8(14)5-7)11-9(15)1-2-10(16)12(11)17/h1-5H,YDGFMDPEJCJZEV-UHFFFAOYSA-N,326.433,323.883388695,1,1,0,0,0,0
1067,PCB-119,Polychlorinated biphenyls (PCB),"2,3',4,4',6-Pentachlorobiphenyl",Single,,56558-17-9,63083,,,,ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC=C(Cl)C(Cl)=C1,C12H5Cl5,InChI=1S/C12H5Cl5/c13-7-4-10(16)12(11(17)5-7)6-1-2-8(14)9(15)3-6/h1-5H,OAEQTHQGPZKTQP-UHFFFAOYSA-N,326.433,323.883388695,1,1,0,0,0,0
1069,PCB-121,Polychlorinated biphenyls (PCB),"2,3',4,5',6-Pentachlorobiphenyl",Single,,56558-18-0,63092,,,,ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC(Cl)=CC(Cl)=C1,C12H5Cl5,InChI=1S/C12H5Cl5/c13-7-1-6(2-8(14)3-7)12-10(16)4-9(15)5-11(12)17/h1-5H,XBVSGJGMWSKAKL-UHFFFAOYSA-N,326.433,323.883388695,1,1,0,0,0,0
1082,PCB-136,Polychlorinated biphenyls (PCB),"2,2',3,3',6,6'-Hexachlorobiphenyl",Single,,38411-22-2,38024,34199,,,ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C=CC(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-5-1-3-7(15)11(17)9(5)10-6(14)2-4-8(16)12(10)18/h1-4H,FZFUUSROAHKTTF-UHFFFAOYSA-N,360.878,357.84441637,1,1,0,0,0,0
1100,PCB-154,Polychlorinated biphenyls (PCB),"2,2',4,4',5,6'-Hexachlorobiphenyl",Single,,60145-22-4,63082,,,,ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC(Cl)=C(Cl)C=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-5-1-10(17)12(11(18)2-5)6-3-8(15)9(16)4-7(6)14/h1-4H,QXZHEJWDLVUFFB-UHFFFAOYSA-N,360.878,357.84441637,1,1,0,0,0,0
1101,PCB-155,Polychlorinated biphenyls (PCB),"2,2',4,4',6,6'-Hexachlorobiphenyl",Single,,33979-03-2,36647,34203,,,ClC1=CC(Cl)=C(C(Cl)=C1)C1=C(Cl)C=C(Cl)C=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-5-1-7(15)11(8(16)2-5)12-9(17)3-6(14)4-10(12)18/h1-4H,ICOAEPDGFWLUTI-UHFFFAOYSA-N,360.878,357.84441637,1,1,0,0,0,0
1103,PCB-159,Polychlorinated biphenyls (PCB),"2,3,3',4,5,5'-Hexachlorobiphenyl",Single,,39635-35-3,91631,,,,ClC1=CC(=CC(Cl)=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-6-1-5(2-7(14)3-6)8-4-9(15)11(17)12(18)10(8)16/h1-4H,YZKLGRAIIIGOHB-UHFFFAOYSA-N,360.878,357.84441637,1,1,0,0,0,0
1106,PCB-162,Polychlorinated biphenyls (PCB),"2,3,3',4',5,5'-Hexachlorobiphenyl",Single,,39635-34-2,63074,,,,ClC1=CC(Cl)=C(Cl)C(=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1,C12H4Cl6,InChI=1S/C12H4Cl6/c13-6-3-7(11(17)10(16)4-6)5-1-8(14)12(18)9(15)2-5/h1-4H,AHZUOPSGLWYCNF-UHFFFAOYSA-N,360.878,357.84441637,1,1,0,0,0,0
1110,PCB-166,Polychlorinated biphenyls (PCB),"2,3,4,4',5,6-Hexachlorobiphenyl",Single,,41411-63-6,63077,,,,ClC1=CC=C(C=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-6-3-1-5(2-4-6)7-8(14)10(16)12(18)11(17)9(7)15/h1-4H,BTOCFTAWZMMTNB-UHFFFAOYSA-N,360.878,357.84441637,1,1,0,0,0,0
1117,PCB-175,Polychlorinated biphenyls (PCB),"2,2',3,3',4,5',6-Heptachlorobiphenyl",Single,,40186-70-7,91633,,,,ClC1=CC(Cl)=C(Cl)C(=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-4-1-5(10(17)7(15)2-4)9-6(14)3-8(16)11(18)12(9)19/h1-3H,KJBDZJFSYQUNJT-UHFFFAOYSA-N,395.323,391.805444045,1,1,0,0,0,0
1126,PCB-184,Polychlorinated biphenyls (PCB),"2,2',3,4,4',6,6'-Heptachlorobiphenyl",Single,,74472-48-3,92392,,,,ClC1=CC(Cl)=C(C(Cl)=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-4-1-5(14)9(6(15)2-4)10-7(16)3-8(17)11(18)12(10)19/h1-3H,OBIUJJSQKPGKME-UHFFFAOYSA-N,395.323,391.805444045,1,1,0,0,0,0
1127,PCB-185,Polychlorinated biphenyls (PCB),"2,2',3,4,5,5',6-Heptachlorobiphenyl",Single,,52712-05-7,40500,,,,ClC1=CC=C(Cl)C(=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-4-1-2-6(14)5(3-4)7-8(15)10(17)12(19)11(18)9(7)16/h1-3H,PYZHTHZEHQHHEN-UHFFFAOYSA-N,395.323,391.805444045,1,1,0,0,0,0
1138,PCB-197,Polychlorinated biphenyls (PCB),"2,2',3,3',4,4',6,6'-Octachlorobiphenyl",Single,,33091-17-7,36327,,,,ClC1=CC(Cl)=C(C(Cl)=C1Cl)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,C12H2Cl8,InChI=1S/C12H2Cl8/c13-3-1-5(15)9(17)11(19)7(3)8-4(14)2-6(16)10(18)12(8)20/h1-2H,YPDBBDKYNWRFMF-UHFFFAOYSA-N,429.768,425.76647172,1,1,0,0,0,0
1392,Heptachlors,Organohalogens [pesticides],Heptachlor; Total heptachlor,Combined,,,,,,,,,,,,,1,4,0,0,0,0
1358,Chlordanes,Organohalogens [pesticides],Total chlordane; Chlordane,Combined,,,,,,,,,,,,,1,4,0,0,0,0
